hour,total_volume,total_tx_count,cex_inflow,cex_outflow,cex_tx_count,dex_inflow,dex_outflow,dex_tx_count,inst_inflow,inst_outflow,inst_tx_count
2024-09-27 10:00:00.000 UTC,687269380.9130619,7212,491455182.2271652,431994911.8413951,2824,14550780.326491993,16275985.468651,742,5299984.0011,600000.0,3
2024-09-27 11:00:00.000 UTC,346905036.74180925,7427,134477414.94649607,135926147.66451302,2957,6815669.607728001,8528685.3123,877,414897.0435,6086026.42,7
2024-09-27 12:00:00.000 UTC,360426998.3223732,7270,119991535.70452796,118925558.98258096,2629,8588815.301575001,7670800.458039003,942,3499997.79,2318491.159525,5
2024-09-27 13:00:00.000 UTC,308152360.5321107,7291,113184225.7059979,105092153.62751897,2663,9655064.907459993,9942739.10404,860,1338554.8572,3275942.3677,5
2024-09-27 14:00:00.000 UTC,385295673.8095444,7759,98088821.34416816,98715794.32374308,2975,37793603.64342601,47646333.05350798,1072,499994.0,416646.544064,3
2024-09-27 15:00:00.000 UTC,315752381.41104233,6988,117174534.797812,129849907.24595596,2847,15727487.980657997,15473374.982918993,876,479144.673738,3165732.507,7
2024-09-27 16:00:00.000 UTC,333328441.96633565,6758,121026109.41542396,109880379.616163,2656,14641956.753076008,8183954.713188001,957,4404.7963,120527.22,3
2024-09-27 17:00:00.000 UTC,306536323.3841807,6557,123271549.63505311,127185050.85466708,2453,16446929.778576007,16931007.48515,847,999996.93,5050640.0,2
2024-09-27 18:00:00.000 UTC,354748144.2849049,6331,125148337.71971798,121629640.297685,2538,12001660.628818996,8395943.581919998,786,1508262.1528,216241.348537,3
2024-09-27 19:00:00.000 UTC,193215890.00523123,4586,64534938.636848055,49739285.895744,1887,9627943.583007002,9112901.063638,538,0.0,350624.34045400005,2
2024-09-27 20:00:00.000 UTC,264133915.86388585,5773,110948787.280945,119138918.79677306,2160,15703143.436769,14401228.355784,676,2248057.218097,4168409.109162,11
2024-09-27 21:00:00.000 UTC,94500456.48372789,5310,31826618.84484001,30453837.518984,2001,2609536.473042,2785150.433355999,622,540818.462908,542647.828184,2
2024-09-27 22:00:00.000 UTC,129198845.1628598,4887,30200623.996240973,34686533.57012901,2093,40498393.319637,25236335.13415001,647,0.0,43438.34,1
2024-09-27 23:00:00.000 UTC,119274287.84061028,4439,27266264.934767008,31560335.911815,1914,23040729.11830199,20361832.295914013,638,0.0,205036.719814,2
2024-09-28 00:00:00.000 UTC,109180107.51768406,3504,36072974.45576398,31126133.419727,1308,9333942.932818005,14541794.149368,553,0.0,0.0,0
2024-09-28 01:00:00.000 UTC,67990394.7199301,4339,20600776.937844,21753176.359626003,1487,9099044.379185002,9260221.82219,707,0.026879,0.0,2
2024-09-28 02:00:00.000 UTC,47854758.205993965,4652,8663904.618555997,13737555.117498,1340,6626767.887957,6810547.919833999,724,761205.596916,0.0,12
2024-09-28 03:00:00.000 UTC,78383235.890561,3651,29865824.188804973,15486574.884493995,1269,2995222.082529,3303871.1985220006,581,0.0,0.0,0
